query_id,language,expected_status,predicted_status,correct,top1_score,threshold,margin_to_threshold,boundary_zone,reason_code,top1_chunk_id,expected_section_rank,policy_id,policy_fingerprint
RAG-003,mixed,supported,supported,True,0.8663170337677002,0.8190949857234955,0.04722204804420471,False,top1_at_or_above_calibrated_threshold,CHK-21f039769f1f9a15ae4e5f5a,1.0,e5-top1-midpoint-v1,8b3fb0ebde2632490790a44cc92cc44a1c1f0c86603cd653c38e0d3190034dea
RAG-004,en,supported,supported,True,0.8299211263656616,0.8190949857234955,0.010826140642166138,False,top1_at_or_above_calibrated_threshold,CHK-45e2142287c8ebb83a97890d,1.0,e5-top1-midpoint-v1,8b3fb0ebde2632490790a44cc92cc44a1c1f0c86603cd653c38e0d3190034dea
RAG-006,mixed,supported,supported,True,0.8502747416496277,0.8190949857234955,0.031179755926132202,False,top1_at_or_above_calibrated_threshold,CHK-45e2142287c8ebb83a97890d,1.0,e5-top1-midpoint-v1,8b3fb0ebde2632490790a44cc92cc44a1c1f0c86603cd653c38e0d3190034dea
RAG-007,en,supported,insufficient_evidence,False,0.8134961724281311,0.8190949857234955,-0.00559881329536438,False,top1_below_calibrated_threshold,CHK-eaff5443d7c82fd740f1aff7,1.0,e5-top1-midpoint-v1,8b3fb0ebde2632490790a44cc92cc44a1c1f0c86603cd653c38e0d3190034dea
RAG-011,bn,supported,supported,True,0.8386562466621399,0.8190949857234955,0.01956126093864441,False,top1_at_or_above_calibrated_threshold,CHK-0b6fb102b2f44d906620dcb7,1.0,e5-top1-midpoint-v1,8b3fb0ebde2632490790a44cc92cc44a1c1f0c86603cd653c38e0d3190034dea
RAG-012,mixed,supported,supported,True,0.8585582971572876,0.8190949857234955,0.039463311433792114,False,top1_at_or_above_calibrated_threshold,CHK-0b6fb102b2f44d906620dcb7,1.0,e5-top1-midpoint-v1,8b3fb0ebde2632490790a44cc92cc44a1c1f0c86603cd653c38e0d3190034dea
RAG-013,en,supported,supported,True,0.8252806663513184,0.8190949857234955,0.006185680627822876,False,top1_at_or_above_calibrated_threshold,CHK-214a0ab31bc10916401e69c8,1.0,e5-top1-midpoint-v1,8b3fb0ebde2632490790a44cc92cc44a1c1f0c86603cd653c38e0d3190034dea
RAG-015,mixed,supported,supported,True,0.8485777378082275,0.8190949857234955,0.029482752084732056,False,top1_at_or_above_calibrated_threshold,CHK-214a0ab31bc10916401e69c8,1.0,e5-top1-midpoint-v1,8b3fb0ebde2632490790a44cc92cc44a1c1f0c86603cd653c38e0d3190034dea
RAG-016,en,supported,supported,True,0.8250400424003601,0.8190949857234955,0.005945056676864624,False,top1_at_or_above_calibrated_threshold,CHK-99e98b8ce1135faffa29cd90,2.0,e5-top1-midpoint-v1,8b3fb0ebde2632490790a44cc92cc44a1c1f0c86603cd653c38e0d3190034dea
RAG-019,en,supported,insufficient_evidence,False,0.8062480092048645,0.8190949857234955,-0.012846976518630981,False,top1_below_calibrated_threshold,CHK-07357538803de3f2063c8ea2,1.0,e5-top1-midpoint-v1,8b3fb0ebde2632490790a44cc92cc44a1c1f0c86603cd653c38e0d3190034dea
RAG-020,bn,supported,supported,True,0.8334527611732483,0.8190949857234955,0.014357775449752808,False,top1_at_or_above_calibrated_threshold,CHK-07357538803de3f2063c8ea2,1.0,e5-top1-midpoint-v1,8b3fb0ebde2632490790a44cc92cc44a1c1f0c86603cd653c38e0d3190034dea
RAG-021,mixed,supported,supported,True,0.8306903839111328,0.8190949857234955,0.011595398187637329,False,top1_at_or_above_calibrated_threshold,CHK-07357538803de3f2063c8ea2,1.0,e5-top1-midpoint-v1,8b3fb0ebde2632490790a44cc92cc44a1c1f0c86603cd653c38e0d3190034dea
RAG-023,bn,supported,supported,True,0.8406579494476318,0.8190949857234955,0.021562963724136353,False,top1_at_or_above_calibrated_threshold,CHK-99e98b8ce1135faffa29cd90,3.0,e5-top1-midpoint-v1,8b3fb0ebde2632490790a44cc92cc44a1c1f0c86603cd653c38e0d3190034dea
RAG-024,mixed,supported,supported,True,0.8516662120819092,0.8190949857234955,0.032571226358413696,False,top1_at_or_above_calibrated_threshold,CHK-99e98b8ce1135faffa29cd90,3.0,e5-top1-midpoint-v1,8b3fb0ebde2632490790a44cc92cc44a1c1f0c86603cd653c38e0d3190034dea
RAG-026,bn,supported,supported,True,0.8579971790313721,0.8190949857234955,0.03890219330787659,False,top1_at_or_above_calibrated_threshold,CHK-9149446ad44813cf65aee749,1.0,e5-top1-midpoint-v1,8b3fb0ebde2632490790a44cc92cc44a1c1f0c86603cd653c38e0d3190034dea
RAG-027,mixed,supported,supported,True,0.858400821685791,0.8190949857234955,0.03930583596229553,False,top1_at_or_above_calibrated_threshold,CHK-9149446ad44813cf65aee749,1.0,e5-top1-midpoint-v1,8b3fb0ebde2632490790a44cc92cc44a1c1f0c86603cd653c38e0d3190034dea
RAG-028,en,supported,supported,True,0.8309216499328613,0.8190949857234955,0.011826664209365845,False,top1_at_or_above_calibrated_threshold,CHK-1d13a7b814a2b2b58dcd7a57,1.0,e5-top1-midpoint-v1,8b3fb0ebde2632490790a44cc92cc44a1c1f0c86603cd653c38e0d3190034dea
RAG-032,bn,supported,supported,True,0.841576099395752,0.8190949857234955,0.02248111367225647,False,top1_at_or_above_calibrated_threshold,CHK-a7238367c3997a92cf598913,1.0,e5-top1-midpoint-v1,8b3fb0ebde2632490790a44cc92cc44a1c1f0c86603cd653c38e0d3190034dea
RAG-034,en,supported,supported,True,0.8537591099739075,0.8190949857234955,0.03466412425041199,False,top1_at_or_above_calibrated_threshold,CHK-b2e9062b847c03f560bde7eb,1.0,e5-top1-midpoint-v1,8b3fb0ebde2632490790a44cc92cc44a1c1f0c86603cd653c38e0d3190034dea
RAG-037,en,supported,supported,True,0.8370113968849182,0.8190949857234955,0.01791641116142273,False,top1_at_or_above_calibrated_threshold,CHK-99e98b8ce1135faffa29cd90,1.0,e5-top1-midpoint-v1,8b3fb0ebde2632490790a44cc92cc44a1c1f0c86603cd653c38e0d3190034dea
RAG-040,en,supported,supported,True,0.8260447978973389,0.8190949857234955,0.006949812173843384,False,top1_at_or_above_calibrated_threshold,CHK-6a10c411eafd4b4cdee4d1f3,1.0,e5-top1-midpoint-v1,8b3fb0ebde2632490790a44cc92cc44a1c1f0c86603cd653c38e0d3190034dea
RAG-041,bn,supported,supported,True,0.848274827003479,0.8190949857234955,0.02917984127998352,False,top1_at_or_above_calibrated_threshold,CHK-6a10c411eafd4b4cdee4d1f3,1.0,e5-top1-midpoint-v1,8b3fb0ebde2632490790a44cc92cc44a1c1f0c86603cd653c38e0d3190034dea
RAG-043,en,supported,supported,True,0.8216331005096436,0.8190949857234955,0.0025381147861480713,False,top1_at_or_above_calibrated_threshold,CHK-0599a11cb46a253cf7152ce7,1.0,e5-top1-midpoint-v1,8b3fb0ebde2632490790a44cc92cc44a1c1f0c86603cd653c38e0d3190034dea
RAG-045,mixed,supported,supported,True,0.8442187905311584,0.8190949857234955,0.025123804807662964,False,top1_at_or_above_calibrated_threshold,CHK-0599a11cb46a253cf7152ce7,1.0,e5-top1-midpoint-v1,8b3fb0ebde2632490790a44cc92cc44a1c1f0c86603cd653c38e0d3190034dea
RAG-046,en,supported,supported,True,0.8371499180793762,0.8190949857234955,0.018054932355880737,False,top1_at_or_above_calibrated_threshold,CHK-ea148615c826408b0a896003,1.0,e5-top1-midpoint-v1,8b3fb0ebde2632490790a44cc92cc44a1c1f0c86603cd653c38e0d3190034dea
RAG-049,en,insufficient_evidence,insufficient_evidence,True,0.7647454738616943,0.8190949857234955,-0.05434951186180115,False,top1_below_calibrated_threshold,CHK-ea148615c826408b0a896003,,e5-top1-midpoint-v1,8b3fb0ebde2632490790a44cc92cc44a1c1f0c86603cd653c38e0d3190034dea
RAG-050,bn,insufficient_evidence,insufficient_evidence,True,0.7916445732116699,0.8190949857234955,-0.02745041251182556,False,top1_below_calibrated_threshold,CHK-ea148615c826408b0a896003,,e5-top1-midpoint-v1,8b3fb0ebde2632490790a44cc92cc44a1c1f0c86603cd653c38e0d3190034dea
RAG-051,mixed,insufficient_evidence,insufficient_evidence,True,0.7925581932067871,0.8190949857234955,-0.026536792516708374,False,top1_below_calibrated_threshold,CHK-de6d8dbf54261e883ff084f9,,e5-top1-midpoint-v1,8b3fb0ebde2632490790a44cc92cc44a1c1f0c86603cd653c38e0d3190034dea
RAG-052,en,insufficient_evidence,insufficient_evidence,True,0.8050705790519714,0.8190949857234955,-0.014024406671524048,False,top1_below_calibrated_threshold,CHK-eaff5443d7c82fd740f1aff7,,e5-top1-midpoint-v1,8b3fb0ebde2632490790a44cc92cc44a1c1f0c86603cd653c38e0d3190034dea
RAG-053,bn,insufficient_evidence,supported,False,0.8219831585884094,0.8190949857234955,0.0028881728649139404,False,top1_at_or_above_calibrated_threshold,CHK-eaff5443d7c82fd740f1aff7,,e5-top1-midpoint-v1,8b3fb0ebde2632490790a44cc92cc44a1c1f0c86603cd653c38e0d3190034dea
RAG-054,mixed,insufficient_evidence,supported,False,0.8306912779808044,0.8190949857234955,0.01159629225730896,False,top1_at_or_above_calibrated_threshold,CHK-eaff5443d7c82fd740f1aff7,,e5-top1-midpoint-v1,8b3fb0ebde2632490790a44cc92cc44a1c1f0c86603cd653c38e0d3190034dea
RAG-055,en,insufficient_evidence,insufficient_evidence,True,0.808576226234436,0.8190949857234955,-0.010518759489059448,False,top1_below_calibrated_threshold,CHK-ea148615c826408b0a896003,,e5-top1-midpoint-v1,8b3fb0ebde2632490790a44cc92cc44a1c1f0c86603cd653c38e0d3190034dea
RAG-056,bn,insufficient_evidence,insufficient_evidence,True,0.7940894365310669,0.8190949857234955,-0.02500554919242859,False,top1_below_calibrated_threshold,CHK-ea148615c826408b0a896003,,e5-top1-midpoint-v1,8b3fb0ebde2632490790a44cc92cc44a1c1f0c86603cd653c38e0d3190034dea
RAG-057,mixed,insufficient_evidence,insufficient_evidence,True,0.7894843220710754,0.8190949857234955,-0.029610663652420044,False,top1_below_calibrated_threshold,CHK-ea148615c826408b0a896003,,e5-top1-midpoint-v1,8b3fb0ebde2632490790a44cc92cc44a1c1f0c86603cd653c38e0d3190034dea
RAG-058,en,insufficient_evidence,insufficient_evidence,True,0.7591902017593384,0.8190949857234955,-0.059904783964157104,False,top1_below_calibrated_threshold,CHK-21f039769f1f9a15ae4e5f5a,,e5-top1-midpoint-v1,8b3fb0ebde2632490790a44cc92cc44a1c1f0c86603cd653c38e0d3190034dea
RAG-059,bn,insufficient_evidence,insufficient_evidence,True,0.7985830903053284,0.8190949857234955,-0.020511895418167114,False,top1_below_calibrated_threshold,CHK-963db9533377245c8b9142e8,,e5-top1-midpoint-v1,8b3fb0ebde2632490790a44cc92cc44a1c1f0c86603cd653c38e0d3190034dea
RAG-060,mixed,insufficient_evidence,insufficient_evidence,True,0.7939656376838684,0.8190949857234955,-0.025129348039627075,False,top1_below_calibrated_threshold,CHK-21f039769f1f9a15ae4e5f5a,,e5-top1-midpoint-v1,8b3fb0ebde2632490790a44cc92cc44a1c1f0c86603cd653c38e0d3190034dea
